country_code,country,year,population,population_grow,population_under_14,population_above_65,gdp,gdp_growth_rate,unemployment,education_gov_expenditure,health_expenditure,life_expectancy_fem,life_expectancy_male,tuberculosis,hiv,infant_mortality,physicians,gdp_capita,gdp_growth_capita,educ_exp_capita,health_exp_capita,health_expend_category
DJI,Djibouti,2019,958920,1.56,29.57,4.53,1845,4.1,5.8,3.59,3.5,68.78,64.63,260,1.2,55.7,0.2,1924.03954448755,78.8856213239895,69.073019647103,67.3413840570642,low
DNK,Denmark,2005,5419432,0.28,18.73,15.15,264467,2.3,4.8,8.1,9.1,80.2,75.6,8.4,0.1,4.5,3.2,48799.7635176528,1122.39456090601,3952.78084492987,4440.7784801064,very high
DNK,Denmark,2010,5547683,0.44,17.95,16.67,321995,1.9,7.5,8.6,10.3,81.2,77.1,6.9,0.1,3.7,3.6,58041.3480726999,1102.7856133813,4991.55593425219,5978.25885148809,very high
DNK,Denmark,2019,5793636,0.5,16.46,19.81,329866,2.3,5.3,7.6,10.4,83.4,79.4,5.4,0.1,3.5,4.5,56935.9207240496,1309.52617665314,4327.12997502777,5921.33575530116,very high
DMA,Dominica,2005,70589,0.29,26.5252,7.68,370,-0.3,11,5.623,5.2,75.5338,70.5313999999999,12,1.759,14.645,1.8,5241.60988255961,-15.7248296476788,294.735723696327,272.5637138931,medium
DOM,Dominican Republic (the),2005,9097257,1.36,32.96,5.38,35510,9.3,6.5,1.8,4.4,73.95,67.86,69,1.4,34.9,1.8,3903.37439076416,363.013818341067,70.2607390337549,171.748473193623,medium
DOM,Dominican Republic (the),2010,9695121,1.23,30.61,5.85,53160,8.3,5,2,5.6,75.26,69.09,51,1.2,29.5,1.1,5483.17034929219,455.103138991251,109.663406985844,307.057539560362,medium
DOM,Dominican Republic (the),2019,10627165,1.08,27.98,7.08,75932,4.6,5.5,4.29,6.2,77.2,70.81,45,0.9,27.5,1.6,7145.08526027402,328.673921972605,306.524157665756,442.995286136989,high
DZA,Algeria,2005,33149724,1.39,29.19,4.92,103198,5.9,15.3,4.352,3.2,74.41,71.78,80,0.1,33.6,1,3113.08775904137,183.672177783441,135.481579273481,99.6188082893239,low
DZA,Algeria,2010,35977455,1.81,27.28,5.46,161207,3.6,10,4.3,5.1,76.15,73.77,78,0.1,29.4,1.2,4480.77830963863,161.308019146991,192.673467314461,228.51969379157,medium
DZA,Algeria,2019,42228429,2.01,30.15,6.36,167555,1.4,9.9,4.711,6.6,77.94,75.49,69,0.1,24.9,1.8,3967.82461407693,55.549544597077,186.924217569164,261.876424529077,medium
ECU,Ecuador,2005,13825847,1.67,33.13,5.39,41507,5.3,7.7,1.2,5.6,77.14,71.22,40,0.4,23.6,1.5,3002.13071936931,159.112928126573,36.0255686324317,168.119320284681,medium
ECU,Ecuador,2010,15011117,1.59,31.04,6,69555,3.5,4.1,4.5,7.1,78.04,72.27,40,0.4,19.1,2.1,4633.56590985201,162.17480684482,208.510465943341,328.983179599493,medium
ECU,Ecuador,2019,17084357,1.77,28.03,7.16,104296,3,4.2,5,8.4,79.64,74.06,44,0.4,15.1,2,6104.76589783274,183.142976934982,305.238294891637,512.80033541795,high
EST,Estonia,2005,1354775,-0.57,15.16,16.76,14003,9.6,8,4.8,5,78.1,67.3,41,0.7,7.3,4.4,10336.0336587256,992.259231237659,496.12961561883,516.801682936281,high
EST,Estonia,2010,1331475,-0.23,15.13,17.52,19503,2.3,16.7,5.5,6.3,80.5,70.6,25,0.7,4.7,3.2,14647.6651833493,336.896299217034,805.621585084211,922.802906551005,high
EST,Estonia,2019,1321977,0.35,16.36,19.63,25921,4.9,5.5,5.2,6.7,83,74.3,13,0.9,3.2,3.5,19607.7541439828,960.779953055159,1019.60321548711,1313.71952764685,very high
EGY,Egypt,2005,75523569,1.81,33.84,4.9,94456,4.5,11.2,4.8,4.9,71.82,67.14,21,0.1,29.3,0.5,1250.68241941797,56.2807088738086,60.0327561320626,61.2834385514805,low
EGY,Egypt,2010,82761235,1.98,32.56,4.79,214630,5.1,11.8,3.8,4.2,72.61,68.18,18,0.1,23.5,1.07,2593.36391004798,132.261559412447,98.5478285818234,108.921284222015,low
EGY,Egypt,2019,98423595,2.03,33.8,5.23,195136,4.2,11.6,4.235,4.6,74.16,69.6,12,0.1,18.9,0.8,1982.61402664676,83.269789119164,83.9637040284904,91.200245225751,low
ERI,Eritrea,2005,2826659,3.85,38.62,3.82,1098,1.5,7,3.1,5.3,60.79,56.71,209,1.1,59.4,0.1,388.444449790371,5.82666674685556,12.0417779435015,20.5875558388897,very low
ERI,Eritrea,2010,3170435,1.61,39.48,4,2117,2.2,6.8,2.1,3.4,64.26,60.19,149,0.9,51.6,0.292,667.731715048566,14.6900977310685,14.0223660160199,22.7028783116512,very low
ESP,Spain,2005,43653155,1.69,14.25,16.68,1157248,3.7,9.2,4.1,7.7,83.5,77,19,0.4,4,4.5,26510.0655382183,980.872424914076,1086.91268706695,2041.27504644281,very high
ESP,Spain,2010,46576897,0.46,14.79,17.05,1431617,0,19.9,4.8,9,84.7,78.7,17,0.4,3.4,3.7,30736.6332282719,0,1475.35839495705,2766.29699054448,very high
ESP,Spain,2019,46796540,0.44,14.67,19.38,1314314,3,13.4,4.3,9,86.1,80.7,9.4,0.3,2.9,4.1,28085.7089007008,842.571267021023,1207.68548273013,2527.71380106307,very high
ETH,Ethiopia,2005,76346311,2.8,46.49,3.11,12164,11.8,5.4,3.6,4.1,57.64,54.85,341,1.7,77.9,0,159.326624177035,18.8005416528901,5.73575847037324,6.53239159125842,very low
ETH,Ethiopia,2010,87639964,2.78,44.93,3.3,26311,12.6,5.2,4.5,5.5,63.32,59.98,268,1.3,59.8,0,300.216919304075,37.8273318323134,13.5097613686834,16.5119305617241,very low
ETH,Ethiopia,2019,109224559,2.62,40.78,3.5,75605,11.1,5.4,4.7,4,68.17,64.35,151,1,45.8,0.1,692.197805074223,76.8339563632388,32.5332968384885,27.6879122029689,very low
FIN,Finland,2005,5246096,0.34,17.34,16.03,204431,2.8,8.4,6,8,82.3,75.5,7.4,0.1,3.2,3.2,38968.2156026119,1091.11003687313,2338.09293615672,3117.45724820895,very high
FIN,Finland,2010,5363352,0.46,16.52,17.23,247800,3,8.4,6.5,8.9,83.2,76.7,6.6,0.1,2.7,3,46202.4495129166,1386.0734853875,3003.15921833958,4112.01800664957,very high
FIN,Finland,2019,5515525,0.13,16.15,21.72,252247,2.8,8.1,7.1,9.5,84.6,79.2,4.7,0.1,2.1,3.8,45733.9963104147,1280.55189669161,3247.11373803944,4344.7296494894,very high
FJI,Fiji,2005,821604,0.46,30.53,4.09,2980,0.7,4.6,5.1,3.6,67.94,64.79,20,1.402,18.8,0.5,3627.05147491979,25.3893603244385,184.979625220909,130.573853097113,low
FJI,Fiji,2010,859818,0.72,29,4.82,3140,3,8.9,4.5,3.7,68.26,65.18,27,1.338,19.6,0.4,3651.93564219405,109.558069265821,164.337103898732,135.12161876118,low
FJI,Fiji,2019,883483,0.68,29.51,5.45,4874,3,6.2,3.9,3.5,69.18,65.64,54,0.975,20,0.8,5516.80111558457,165.504033467537,215.155243507798,193.08803904546,medium
FSM,Micronesia (Federated States of),2005,106129,-0.47,38.85,3.89,251,2.1,10.185,6.7,11.5,67.14,63.93,115,2.005,39.8,0.6,2365.04631156423,49.6659725428488,158.458102874803,271.980325829886,medium
FSM,Micronesia (Federated States of),2010,102911,-0.06,35.69,3.22,297,2,10.849,8.833,12.9,68.15,64.86,199,3.021,35,0.2,2885.98886416418,57.7197772832836,254.919396371622,372.292563477179,medium
FSM,Micronesia (Federated States of),2019,112640,1.05,31.71,4,336,2,12.981,12.5,12.6,69.45,66.12,108,3.278,30.3,0.931,2982.95454545455,59.6590909090909,372.869318181818,375.852272727273,medium
FRA,France,2005,63179351,0.75,18.49,16.47,2196071,1.7,8.5,5.5,10.2,83.8,76.7,9.9,0.3,4.2,2.964,34759.3155871449,590.908364981464,1911.76235729297,3545.45018988878,very high
FRA,France,2010,65027507,0.49,18.48,16.85,2642610,1.9,8.9,5.7,11.2,85.3,78.2,9.2,0.3,3.7,3.7,40638.3409408575,772.128477876293,2316.38543362888,4551.49418537604,very high
FRA,France,2019,66977107,0.17,17.96,20.03,2582492,2.2,8.6,5.5,11.5,85.6,79.6,8.9,0.3,3.5,3.2,38557.8314094695,848.272291008329,2120.68072752082,4434.15061208899,very high
GAB,Gabon,2005,1390549,2.68,39.35,4.71,9579,1.1,16.9,3.8,2.9,59.51,56.82,592,4.2,59.7,0.3,6888.64613904292,75.7751075294722,261.768553283631,199.770738032245,medium
GAB,Gabon,2010,1624140,3.46,37.43,4.09,14359,7.1,20.4,3.1,2.5,62.77,60,559,4.1,49.9,0.351,8840.98661445442,627.710049626264,274.070585048087,221.02466536136,medium
GAB,Gabon,2019,2119275,2.6,37.03,3.56,14623,1.1,19.2,2.7,3.1,68.32,64.15,525,3.8,41.9,0.4,6900.0011796487,75.9000129761357,186.300031850515,213.90003656911,medium
GBR,United Kingdom of Great Britain and Northern Ireland (the),2005,60401206,0.69,17.98,16.04,2525013,3.1,4.8,5,7.2,81.2,77,15,0.195,5.3,2.574,41804.0162972905,1295.92450521601,2090.20081486452,3009.88917340492,very high
GBR,United Kingdom of Great Britain and Northern Ireland (the),2010,62766365,0.78,17.5,16.57,2452900,1.7,7.8,5.8,8.5,82.4,78.5,14,0.262,4.8,2.7,39079.8479408518,664.35741499448,2266.6311805694,3321.7870749724,very high
GBR,United Kingdom of Great Britain and Northern Ireland (the),2019,66460344,0.61,17.68,18.4,2631228,1.7,3.9,5.5,9.8,83.2,79.6,8,0.2,4.1,2.8,39590.9476484202,673.046110023144,2177.50212066311,3879.91286954518,very high
GRD,Grenada,2005,104661,0.3,28.12,8.83,695,13.3,10.2,3.9,5.3,75.73,70.6,1.7,1.579,12.7,0.6,6640.48690534201,883.184758410487,258.978989308338,351.945805983126,medium
GRD,Grenada,2010,106233,0.42,23.97,9.8,771,-0.5,11.767,6.07,6.1,75.46,70.47,4.3,1.845,12.3,0.7,7257.63180932479,-36.2881590466239,440.538250826014,442.715540368812,high
GRD,Grenada,2019,111454,0.52,23.56,9.62,1127,5.1,11.983,10.3,5.2,74.94,70.06,2.1,2.029,13.7,1.4,10111.7950006281,515.701545032031,1041.51488506469,525.813340032659,high
GEO,Georgia,2005,3902469,-0.64,19.03,14.48,6411,9.6,13.8,2.5,8.3,74.62,66.37,175,0.1,26.5,3.417,1642.8061311954,157.709388594759,41.0701532798851,136.352908889219,low
GEO,Georgia,2010,3786695,-0.73,17.95,14.24,11638,6.2,16.3,3.2,9.5,76.05,66.86,127,0.2,18.2,4.3,3073.39249662304,190.550334790629,98.3485598919374,291.972287179189,medium
GEO,Georgia,2019,3726549,-0.04,19.8,14.87,15159,4.8,11.6,3.8,8.4,77.99,69.17,80,0.4,12.9,5.1,4067.83863569216,195.256254513224,154.577868156302,341.698445398142,medium
GHA,Ghana,2005,21814642,2.52,40.87,2.82,22765,6.2,4.7,7.4,5.3,59.6,57.84,203,2.1,60.9,0.2,1043.56514308142,64.7010388710482,77.2238205880252,55.3089525833154,low
GHA,Ghana,2010,24779619,2.49,39.29,2.84,42587,7.9,5.3,5.5,6.1,61.97,60.1,183,1.9,53.7,0.1,1718.63013713003,135.771780833273,94.5246575421519,104.836438364932,low
GHA,Ghana,2019,29767108,2.19,37.6,3.07,58996,8.1,2.5,4.5,4.4,64.85,62.72,148,1.7,44.8,0.2,1981.91910346144,160.535447380377,89.186359655765,87.2044405523036,low
GMB,Gambia (the),2005,1543741,3.11,46.32,2.61,944,-0.9,9.4,1.1,4.9,59.15,56.82,191,1.8,59.4,0.1,611.501540737727,-5.50351386663955,6.726516948115,29.9635754961486,very low
GMB,Gambia (the),2010,1793196,3,45.15,2.66,1441,6.5,9.4,4.2,5.7,60.96,58.39,178,1.9,52.4,0.1,803.593137615743,52.2335539450233,33.7509117798612,45.8048088440974,very low
GMB,Gambia (the),2019,2280102,2.95,44.27,2.59,1489,4.6,9.4,3.1,4.4,63.15,60.36,174,1.9,49.8,0.1,653.040960448261,30.03988418062,20.2442697738961,28.7338022597235,very low
GIN,Guinea,2005,9109581,2.04,46.81,3.19,4063,3,4.6,1.8,2.9,53.64,52.69,210,1.7,95.2,0.1,446.013927534098,13.380417826023,8.02825069561377,12.9344038984889,very low
GIN,Guinea,2010,10192176,2.26,46.17,3.04,6853,4.8,4.6,2.6,3.1,57.51,56.02,186,1.6,77.7,0.071,672.378498958417,32.274167950004,17.4818409729188,20.8437334677109,very low
GIN,Guinea,2019,12414318,2.83,43.85,2.93,10208,8.2,4.5,2.2,5.5,61.67,60.48,176,1.4,65.7,0.1,822.276342526428,67.4266600871671,18.0900795355814,45.2251988389535,very low
GNQ,Equatorial Guinea,2005,749535,4.44,39.58,3.27,8520,8.9,5.8,4.274,1.4,55.62,53.37,106,4.6,95.4,0.2,11367.0475694931,1011.66723368488,485.827613120135,159.138665972903,medium
GNQ,Equatorial Guinea,2010,943639,4.56,38.5,2.89,16299,-8.9,5.6,4.021,1.5,56.86,54.54,129,5.7,84.6,0.337,17272.495096112,-1537.25206355396,694.527027814663,259.087426441679,medium
GNQ,Equatorial Guinea,2019,1308974,3.65,37.12,2.46,12487,-3.2,8.1,3.702,3.4,59.59,57.41,201,7.1,73.8,0.4,9539.53248880421,-305.265039641735,353.153492735532,324.344104619343,medium
GRC,Greece,2005,10987314,0.29,14.73,17.91,247777,0.6,10,4,9,81.8,76.8,7.1,0.2,4.5,3.333,22551.1894899882,135.307136939929,902.047579599527,2029.60705409894,very high
GRC,Greece,2010,11121341,0.13,15.05,19.15,299362,-5.5,12.7,7.735,9.6,83,77.9,4.7,0.247,3.5,6.1,26917.7970534309,-1480.4788379387,2082.09160208288,2584.10851712936,very high
GRC,Greece,2019,10731726,-0.21,14.07,21.66,203086,1.5,19.5,4.799,8.5,83.9,78.8,4.5,0.24,3.3,4.6,18923.889782501,283.858346737515,908.157470662222,1608.53063151258,very high
GTM,Guatemala,2005,13096028,2.31,42.26,4.17,27211,3.3,2.5,4.01,6.3,72.94,66.53,36,0.7,37.2,0.822,2077.80557585857,68.5675840033329,83.3200035919288,130.90175127909,low
GTM,Guatemala,2010,14630417,2.17,39.37,4.29,41338,2.9,3.7,2.8,6.1,74.68,68.22,28,0.6,31.3,0.9,2825.48337480743,81.9390178694155,79.113534494608,172.354485863253,medium
GTM,Guatemala,2019,17247807,1.95,34.44,4.81,75620,2.8,2.6,2.8,5.8,76.94,71.12,26,0.4,26.9,0.4,4384.32549714871,122.761113920164,122.761113920164,254.290878834625,medium
GNB,Guinea-Bissau,2005,1344930,2.37,44.07,2.76,587,4.3,6.4,4.3,6.4,54.59,49.86,361,3.8,103.9,0.1,436.453941840839,18.7675194991561,18.7675194991561,27.9330522778137,very low
GNB,Guinea-Bissau,2010,1522599,2.57,43.15,2.71,849,4.6,6.3,1.9,6.3,56.9,52.23,361,3.8,85.2,0.1,557.599210297655,25.6495636736922,10.5943849956555,35.1287502487523,very low
GNB,Guinea-Bissau,2019,1874309,2.49,42.34,2.82,1347,5.9,6,2.1,6.1,59.91,55.96,361,3.5,68.1,0.2,718.66485195344,42.401226265253,15.0919618910222,43.8385559691598,very low
GUY,Guyana,2005,746163,0.06,36.29,4.62,1315,-2,12.4,8.1,3.4,70.1,63.6,107,1.3,35.3,0.5,1762.34951344411,-35.2469902688823,142.750310588973,59.9198834570999,low
GUY,Guyana,2010,749436,0.23,32.22,4.62,2259,4.1,10.9,3.6,4.6,71.54,64.82,119,1.5,32,0.7,3014.26672857989,123.584935871776,108.513602228876,138.656269514675,low
GUY,Guyana,2019,779004,0.49,28.21,6.45,3543,2.2,11.8,6.3,4.2,72.97,66.78,83,1.4,31.7,0.8,4548.11528567247,100.058536284794,286.531262997366,191.020841998244,medium
HKG,Hong Kong,2005,6813200,0.44,14.35,12.25,181569,7.4,5.6,4.1,6.759,84.6,78.8,96,0.271,2.5,2.905,26649.5919685317,1972.06980567134,1092.6332707098,1801.24592115306,very high
HKG,Hong Kong,2010,7024200,0.73,11.93,12.95,228639,6.8,4.3,3.5,6.919,86,80.1,81,0.263,1.9,2.675,32550.1836508072,2213.41248825489,1139.25642777825,2252.14720679935,very high
HKG,Hong Kong,2019,7451000,0.8,11.9,16.88,341659,3.8,2.9,3.3,7.309,87.7,82.3,67,0.28,1.6,3.278,45854.1135418065,1742.45631458865,1513.18574687961,3351.47715877063,very high
HND,Honduras,2005,7458985,2.39,40.6,3.82,9757,6.1,4.9,3.918,7.7,74.34,69.73,56,0.7,28.4,0.4,1308.08682414564,79.7932962728843,51.2508417700263,100.722685459215,low
HND,Honduras,2010,8317470,2.02,37.58,3.98,15839,3.7,4.1,4.528,8.6,75.69,70.94,43,0.5,23.3,1.24,1904.30503506475,70.4592862973957,86.2269319877319,163.770233015568,medium
HND,Honduras,2019,9587522,1.67,31.74,4.69,22979,4.8,4.3,6,8.4,77.38,72.77,37,0.3,18.4,0.3,2396.76112346861,115.044533926493,143.805667408117,201.327934371363,medium
HRV,Croatia,2005,4310145,0.13,15.73,17.25,45347,4.1,12.6,3.8,6.9,78.83,71.83,28,0.1,6.5,3.067,10520.9917531777,431.360661880285,399.797686620752,725.94843096926,high
HRV,Croatia,2010,4295427,-0.23,15.44,17.56,59866,-1.5,11.6,4.2,8.1,79.6,73.5,18,0.1,5.8,2.8,13937.1475757823,-209.057213636735,585.360198182858,1128.90895363837,high
HRV,Croatia,2019,4087843,-0.89,14.51,20.45,55201,2.9,8.4,4.6,7.2,81.4,74.9,8.4,0.1,4.3,3,13503.6986498748,391.607260846368,621.170137894239,972.266302790983,high
HTI,Haiti,2005,9195288,1.62,38.17,4.27,4154,1.8,15,3.464,5.5,60.56,56.75,272,2.4,68.9,0.252,451.753115291223,8.13155607524202,15.648727913688,24.8464213410173,very low
HTI,Haiti,2010,9949322,1.53,36.27,4.48,6708,-5.5,16,3.803,8.1,62.53,58.5,229,2.1,63.8,0.285,674.216795878151,-37.0819237732983,25.6404647472461,54.6115604661303,low
HTI,Haiti,2019,11123176,1.27,33.24,4.95,8521,1.2,13.8,2.4,5.4,65.83,61.5,176,2,61,0.2,766.058183382156,9.19269820058588,18.3853964011718,41.3671419026364,very low
HUN,Hungary,2005,10087065,-0.2,15.52,15.62,113035,4.4,7.2,5.3,8,76.9,68.6,21,0.1,7.4,3.2,11205.9355223744,493.061162984476,593.914582685846,896.474841789956,high
HUN,Hungary,2010,10000023,-0.23,14.86,16.09,130923,0.7,11.2,4.8,7.5,78.1,70.5,18,0.1,5.7,2.9,13092.2698877793,91.6458892144548,628.428954613404,981.920241583444,high
HUN,Hungary,2019,9775564,-0.13,14.41,19.16,139761,4.1,3.4,4.6,7.4,79.3,72.5,6.4,0.1,5,3.2,14296.9756016123,586.175999666106,657.660877674168,1057.97619451931,high
IDN,Indonesia,2005,226289470,1.34,29.88,4.8,304372,5.7,7.7,2.9,2.6,69.11,65.58,360,0.2,37.3,0.1,1345.05595863564,76.6681896422313,39.0066228004334,34.9714549245265,very low
IDN,Indonesia,2010,241834215,1.34,28.83,4.96,755094,6.2,5.6,2.8,3,71.31,67.18,342,0.4,30.4,0.1,3122.3621521049,193.586453430504,87.4261402589373,93.6708645631471,low
IDN,Indonesia,2019,267663435,1.13,26.55,5.86,1015539,5.1,4.4,3.6,3.1,73.75,69.38,316,0.4,25,0.4,3794.08939439188,193.498559113986,136.587218198108,117.616771226148,low
IRL,Ireland,2005,4159914,2.18,20.2,10.51,211644,6,4.3,4.5,7.6,81.3,76.7,12,0.1,5.2,2.327,50877.0133228716,3052.62079937229,2289.46559952922,3866.65301253824,very high
IRL,Ireland,2010,4560155,0.54,20.79,11.01,222134,1.8,13.8,6,10.5,83.1,78.5,9.8,0.2,3.7,2.3,48711.9407125416,876.814932825748,2922.71644275249,5114.75377481687,very high
IRL,Ireland,2019,4867309,1.24,21.41,13.87,331430,7.8,6,3.8,7.4,84.4,80.9,7,0.2,3.4,3.1,68093.0674423999,5311.25926050719,2587.5365628112,5038.88699073759,very high
ISR,Israel,2005,6930100,1.76,27.85,10.02,142411,4.1,11.3,5.8,7.1,82.2,78.2,6.5,0.1,5,2.613,20549.6313184514,842.534884056507,1191.87861647018,1459.02382361005,very high
ISR,Israel,2010,7623600,1.83,27.26,10.45,233733,5.5,8.5,5.5,7.1,83.6,79.7,5.3,0.1,4,3.4,30659.1374153943,1686.25255784669,1686.25255784669,2176.798756493,very high
ISR,Israel,2019,8882800,1.93,27.93,11.98,353268,3.5,3.8,5.9,7.3,84.8,80.9,4,0.2,3.4,3.2,39769.8923762778,1391.94623316972,2346.42365020039,2903.20214346828,very high
IND,India,2005,1147609927,1.58,32.74,4.74,823612,7.9,4.4,3.2,3.8,65.36,63.69,279,1.207,60,0.6,717.67591114607,56.6963969805395,22.9656291566742,27.2716846235507,very low
IND,India,2010,1234281170,1.35,30.81,5.08,1669620,8.5,3.5,3.4,3.3,67.73,65.72,247,0.998999999999999,49.5,0.7,1352.70636916546,114.980041379064,45.9920165516258,44.6393101824603,very low
IND,India,2019,1352617328,1.04,27.05,6.18,2575667,6.7,3.5,3.8,3.6,70.69,68.24,199,0.547,39.1,0.8,1904.20967311458,127.582048098677,72.3599675783541,68.551548232125,low
IRQ,Iraq,2005,26922284,2.29,42.02,3.38,36268,4.4,8.6,4.409,2.9,71.11,65.62,48,0.923999999999999,34.5,0.568,1347.13681796091,59.2740199902802,59.3952623038967,39.0669677208665,very low
IRQ,Iraq,2010,29741976,2.62,41.81,3.36,117138,5.5,8.3,4.549,3.2,71.44,65.86,45,0.477000000000001,31.7,0.6,3938.47402741499,216.616071507825,179.161183507108,126.03116887728,low
IRQ,Iraq,2019,38433600,2.32,38.39,3.32,182024,1,8.3,4.311,3.3,72.49,68.43,42,0.433000000000001,28.5,0.8,4736.06427709088,47.3606427709088,204.171730985388,156.290121143999,low
IRN,Iran (Islamic Republic of),2005,69762347,1.17,26.89,4.76,226452,3.2,12.1,4.1,5.3,73.5,70.44,17,0.1,24.8,0.9,3246.04904705973,103.873569505911,133.088010929449,172.040599494166,medium
IRN,Iran (Islamic Republic of),2010,73762519,1.14,24.04,5.15,491099,5.8,13.5,3.7,6.8,75.43,72.48,18,0.1,19.1,0.5,6657.83932894157,386.154681078611,246.340055170838,452.733074368027,high
IRN,Iran (Islamic Republic of),2019,81800269,1.39,24.48,6.18,460976,3.8,12.2,3.8,8.1,77.67,75.41,14,0.1,15.2,1.1,5635.38489097145,214.144625856915,214.144625856915,456.466176168687,high
ISL,Iceland,2005,296734,1.58,22.18,11.81,16813,6.3,2.6,7.4,9.2,83.5,79.6,3.9,0.1,2.5,3.6,56660.1737583155,3569.59094677388,4192.85285811535,5212.73598576503,very high
ISL,Iceland,2010,318041,-0.14,20.8,12.01,13684,-3.4,7.6,7.2,8.8,84.1,79.8,7.9,0.1,2,3.6,43025.8991765213,-1462.88057200172,3097.86474070953,3786.27912753387,very high
ISL,Iceland,2019,352721,2.68,19.83,14.8,24477,4,2.9,7.7,8.3,84.3,81.1,2.7,0.1,1.6,4,69394.7907836505,2775.79163134602,5343.39889034109,5759.76763504299,very high
ITA,Italy,2005,57969484,0.49,14.17,19.66,1852616,0.9,7.7,4.2,8.4,83.6,78.1,7.6,0.2,4.1,3.499,31958.4697355595,287.626227620035,1342.2557288935,2684.511457787,very high
ITA,Italy,2010,59277417,0.31,14.08,20.43,2125058,1.7,8.4,4.4,9,84.7,79.5,8.8,0.3,3.4,3.744,35849.3690776034,609.439274319257,1577.37223941455,3226.4432169843,very high
ITA,Italy,2019,60421760,-0.19,13.33,22.75,1943835,1.6,10.4,4.1,8.9,85.2,80.8,7,0.3,3,4.1,32171.1085542692,514.737736868307,1319.01545072504,2863.22866132996,very high
JAM,Jamaica,2005,2740003,0.55,30.13,7.93,11244,0.9,10.9,4.6,4.6,75.47,72.85,4.1,2.3,18,0.8,4103.64514199437,36.9328062779493,188.767676531741,188.767676531741,medium
JAM,Jamaica,2010,2810460,0.52,27.01,8.24,13219,-1.5,12.4,6.4,5,75.54,72.58,5.8,2.1,16.7,0.4,4703.50049458096,-70.5525074187144,301.024031653181,235.175024729048,medium
